budget,revenue,original_title,director,genres,production_companies,release_year,budget_adj,revenue_adj
40000000,106511453,Get Hard,Etan Cohen,Comedy,Gary Sanchez Productions|Warner Bros.,2015,36799983.8080071,97990493.6441828
0,0,Kidnapping Mr. Heineken,Daniel Alfredson,Drama|Action|Crime|Thriller,Umedia|Informant Europe SPRL|European Film Company,2015,0.0,0.0
60000000,0,The Ridiculous 6,Frank Coraci,Comedy|Western,Happy Madison Productions,2015,55199975.7120106,0.0
0,0,Kill Me Three Times,Kriv Stenders,Comedy|Thriller,Parabolic Pictures|Stable Way Entertainment|Cargo Films|Media House Capital,2015,0.0,0.0
25000000,24902723,The 33,Patricia Riggen,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,2015,22999989.8800044,22910495.0793821
14000000,16002420,Suffragette,Sarah Gavron,Drama|History,Ruby Films|PathÃ©|Film4,2015,12879994.3328024,14722219.9222232
0,0,45 Years,Andrew Haigh,Drama,The Bureau,2015,0.0,0.0
6000000,11122090,We Are Your Friends,Max Joseph,Drama|Music|Romance,Working Title Films,2015,5519997.57120106,10232318.2977799
0,6075,Barely Lethal,Kyle Newman,Adventure|Action|Comedy,A24,2015,0.0,5588.99754084108
0,13192457,Macbeth,Justin Kurzel,History|Drama|War,Studio Canal|See-Saw Films|Creative Scotland|Film4|Anton Capital Entertainment (ACE),2015,0.0,12137055.0996957
0,16775,Extraction,Steven C. Miller,Action|Thriller,Emmett/Furla Films|Oasis Films|Aperture Entertainment|Twirly Films Limited,2015,0.0,15432.9932094829
0,0,Jenny's Wedding,Mary Agnes Donoghue,Comedy|Drama,MM Productions|Merced Media Partners|PalmStar Media,2015,0.0,0.0
0,0,Descendants,Kenny Ortega,Music|Action|Adventure|Comedy|Family,Walt Disney Television,2015,0.0,0.0
0,0,Tumbledown,Sean Mewshaw,Music|Romance|Comedy,Echo Films|Bron Studios|Hahnscape,2015,0.0,0.0
0,30229977,Far from the Madding Crowd,Thomas Vinterberg,Romance|Drama,Fox Searchlight Pictures|DNA Films|BBC Films,2015,0.0,27811566.6029106
0,3002884,The End of the Tour,James Ponsoldt,Drama,A24,2015,0.0,2762652.06443309
10000000,85978266,The Second Best Exotic Marigold Hotel,John Madden,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,2015,9199995.95200178,79099969.9160132
20000000,6420319,Little Boy,Alejandro Monteverde,Comedy|Drama|War,Metanoia Films,2015,18399991.9040035,5906690.88105601
0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Brandon Vietti,Action|Adventure|Animation|Family,Warner Bros. Animation,2015,0.0,0.0
0,1986615,Remember,Atom Egoyan,Drama|Thriller,Serendipity Point Films|Egoli Tossell Film AG,2015,0.0,1827684.9958186
37000000,26250020,Aloha,Cameron Crowe,Adventure|Comedy|Romance,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,2015,34039985.0224065,24150007.7739965
26000000,0,Accidental Love,David O. Russell|Stephen Greene,Romance|Comedy,K. JAM Media,2015,23919989.4752046,0.0
0,0,Halo: The Fall of Reach,Ian Kirby,Action|Animation|Science Fiction,343 Industries|The Sequence Group,2015,0.0,0.0
28000000,7002261,Our Brand Is Crisis,David Gordon Green,Drama|Comedy,Participant Media|Smokehouse Pictures,2015,25759988.6656049,6442077.28548599
0,0,Into the Forest,Patricia Rozema,Drama|Science Fiction,Rhombus Media|Bron Studios,2015,0.0,0.0
0,231737,The Invitation,Karyn Kusama,Thriller,Pandastorm Pictures,2015,0.0,213197.946192903
0,0,The Benefactor,Andrew Renzi,Drama,KSM,2015,0.0,0.0
0,0,Open Season: Scared Silly,David Feiss,Animation|Comedy|Family|Adventure,Sony Pictures Animation,2015,0.0,0.0
0,134552,Cop Car,Jon Watts,Thriller,Park Pictures|Audax Films|Dark Arts Film|End Cue,2015,0.0,123787.785533374
0,0,Mojave,William Monahan,Thriller,Atlas Independent|Henceforth Pictures|Highland Film Group|MICA Entertainment,2015,0.0,0.0
0,3214116,Sleeping with Other People,Leslye Headland,Comedy,Sidney Kimmel Entertainment|Gary Sanchez Productions|IM Global,2015,0.0,2956985.41892641
11000000,0,Forsaken,Jon Cassar,Western|Drama,Minds Eye Entertainment|Panacea Entertainment|Moving Pictures Media,2015,10119995.5472019,0.0
0,8413144,Amy,Asif Kapadia,Documentary|Music,On The Corner Films|Universal Music,2015,0.0,7740089.0743608
0,0,Madame Bovary,Sophie Barthes,Drama,A Company Filmproduktionsgesellschaft|Aleph Motion Pictures|Aden Film,2015,0.0,0.0
0,0,The Hallow,Corin Hardy,Fantasy|Horror,Prescience|Bord Scannan na hEireann / Irish Film Board|Fantastic Films|Altitude Film Entertainment|Occupant Entertainment,2015,0.0,0.0
0,0,Barbie in Princess Power,Zeke Norton,Family|Animation,Mattel Playground Productions,2015,0.0,0.0
0,0,Howl,Paul Hyett,Horror,Starchild Pictures,2015,0.0,0.0
7000000,573335,Freeheld,Peter Sollett,Romance|Drama,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,2015,6439997.16640124,527467.967914094
0,0,Man Up,Ben Palmer,Romance|Comedy,Big Talk Productions|StudioCanal,2015,0.0,0.0
3000000,695269,Love,Gaspar NoÃ©,Drama|Romance,Wild Bunch|Les CinÃ©mas de la Zone|Rectangle Productions|Scope Pictures|RT Features,2015,2759998.78560053,639647.198555232
9600000,2541554,Truth,James Vanderbilt,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),2015,8831996.11392171,2338228.65117939
0,0,Return to Sender,Fouad Mikati,Thriller,Voltage Pictures|Arrow Films|Boo Pictures,2015,0.0,0.0
10000000,10835752,Danny Collins,Dan Fogelman,Comedy|Drama|Music,Big Indie Pictures|ShivHans Pictures,2015,9199995.95200178,9968887.45368952
15000000,3020664,Rock the Kasbah,Barry Levinson,Comedy|Music|War,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,2015,13799993.9280026,2779009.65723575
2240000,0,Fathers and Daughters,Gabriele Muccino,Drama,Andrea Leone Films|Fear of God Films|Busted Shark Productions,2015,2060799.09324839,0.0
1000000,14444999,"Hello, My Name Is Doris",Michael Showalter,Comedy|Drama|Romance,Red Crown Productions|Haven Entertainment,2015,919999.595200178,13289393.2326669
13000000,1784763,The Vatican Tapes,Mark Neveldine,Thriller|Horror,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,2015,11959994.7376023,1641981.23752825
8000000,1411927,99 Homes,Ramin Bahrani,Drama,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,2015,7359996.76160142,1298972.2684522
14000000,12314651,Hot Tub Time Machine 2,Steve Pink,Comedy,Paramount Pictures|Metro-Goldwyn-Mayer (MGM),2015,12879994.3328024,11329473.9350314
0,0,Knight of Cups,Terrence Malick,Romance|Drama,Waypoint Entertainment|Dogwood Films,2015,0.0,0.0
4000000,143101,Manglehorn,David Gordon Green,Drama,Worldview Entertainment,2015,3679998.38080071,131652.86207274
0,0,Mississippi Grind,Ryan Fleck|Anna Boden,Drama,Electric City Entertainment|Sycamore Pictures|Gowanus Projections,2015,0.0,0.0
0,0,400 Days,Matt Osterman,Mystery|Science Fiction|Thriller,New Artists Alliance,2015,0.0,0.0
0,0,Lava,James Ford Murphy,Animation|Comedy|Family|Fantasy|Music,Pixar Animation Studios,2015,0.0,0.0
0,0,Air,Christian Cantamessa,Thriller|Science Fiction,Automatik Entertainment|Circle of Confusion|Skybound Entertainment,2015,0.0,0.0
0,0,Riot,John Lyde,Action,Mainstay Productions,2015,0.0,0.0
0,0,Septembers of Shiraz,Wayne Blair,Drama|Thriller,Eclectic pictures|AMBI Group,2015,0.0,0.0
0,8034,Every Thing Will Be Fine,Wim Wenders,Drama,Neue Road Movies|Film i VÃ¤st|Montauk Productions|GÃ¶ta Film,2015,0.0,7391.27674783823
0,0,Extinction,Miguel Ãngel Vivas,Drama|Horror|Science Fiction,Vaca Films|La Ferme! Productions|Laokoon Filmgroup|Ombra Films|TelefÃ³nica Studios,2015,0.0,0.0
0,0,The Childhood of a Leader,Brady Corbet,Mystery|Drama|Horror,Hepp Film|Bow and Arrow Entertainment|FilmTeam|Bron Capital Partners,2015,0.0,0.0
8000000,35991087,A Walk in the Woods,Ken Kwapis,Drama|Adventure|Comedy,Wildwood Enterprises|Route One Films,2015,7359996.76160142,33111785.4708143
0,0,Clown,Jon Watts,Horror,Zed Filmworks|Cross Creek Pictures|Vertebra Films|PS 260,2015,0.0,0.0
3300000,64110728,The Lazarus Effect,David Gelb,Thriller|Horror,Lionsgate|Blumhouse Productions|Chapter One Films,2015,3035998.66416058,58981843.8079887
0,0,Batman vs. Robin,Jay Oliva,Action|Adventure|Animation,Warner Bros. Animation|DC Entertainment,2015,0.0,0.0
8000000,0,Careful What You Wish For,Elizabeth Allen Rosenbaum,Thriller,Hyde Park Entertainment|Troika Pictures|Amasia Entertainment|Merced Media Partners|Roberi Media,2015,7359996.76160142,0.0
35000000,14431253,Unfinished Business,Ken Scott,Comedy,Studio Babelsberg|Regency Enterprises|Escape Artists|New Regency Pictures,2015,32199985.8320062,13276746.9182313
2000000,45431,Lost River,Ryan Gosling,Fantasy|Thriller,Bold Films|Marc Platt Productions|Phantasma,2015,1839999.19040035,41796.5016095392
0,0,Cobain: Montage of Heck,Brett Morgen,Music|Documentary,HBO Documentary Films|Public Road Productions,2015,0.0,0.0
0,0,Hyena Road,Paul Gross,War|Drama,Rhombus Media|International Traders|Buffalo Gal Pictures|Whizbang Films|Triple 7 Films,2015,0.0,0.0
7000000,0,Criminal Activities,Jackie Earle Haley,Thriller|Crime|Drama,NeeNee Productions|Capacity Pictures|May Day Movies,2015,6439997.16640124,0.0
12000000,0,Life,Anton Corbijn,Drama,See-Saw Films,2015,11039995.1424021,0.0
0,45710059,"McFarland, USA",Niki Caro,Drama,Walt Disney Pictures|Mayhem Pictures,2015,0.0,42053235.7765762
0,0,Backtrack,Michael Petroni,Horror|Mystery,Head Gear Films|Screen Australia|Metrol Technology|Bankside Films,2015,0.0,0.0
0,0,X+Y,Morgan Matthews,Drama,Original Pictures|Head Gear Films|Minnow Films,2015,0.0,0.0
3000000,0,Home Sweet Hell,Anthony Burns,Drama|Comedy,Darko Entertainment|Passcode Entertainment|Donnybrook4 Productions,2015,2759998.78560053,0.0
6000000,0,Ooops! Noah is Gone...,Toby Genkel|Sean McCormack,Animation|Adventure|Comedy,Skyline Entertainment|Moetion Films|Ulysses Filmproduktion|Fabrique d'images,2015,5519997.57120106,0.0
0,0,The Unspoken,Sheldon Wilson,Thriller|Horror,Lighthouse Pictures|Sapphire Fire Limited,2015,0.0,0.0
0,0,Hot Girls Wanted,Jill Bauer|Ronna Gradus,Documentary,Two to Tangle Productions,2015,0.0,0.0
100000,42664410,The Gallows,Travis Cluff|Chris Lofing,Horror|Thriller,New Line Cinema|Blumhouse Productions|Management 360|Tremendum Pictures,2015,91999.9595200178,39251239.9294544
0,0,Dirty Weekend,Neil LaBute,Drama|Comedy,Horsethief Pictures,2015,0.0,0.0
0,0,I Spit on Your Grave III: Vengeance is Mine,R.D. Braunstein,Horror|Thriller,Cinetel Films,2015,0.0,0.0
0,0,Experimenter,Michael Almereyda,History|Drama,FJ Productions|BB Film Productions,2015,0.0,0.0
10000000,3334927,By the Sea,Angelina Jolie,Drama|Romance,Plan B Entertainment|Jolie Pas|Pellikola,2015,9199995.95200178,3068131.49002214
0,0,Woodlawn,Andrew Erwin|Jon Erwin,Drama,Sony Pictures,2015,0.0,0.0
0,0,The Hollow,Sheldon Wilson,Horror|TV Movie,Sonar Entertainment,2015,0.0,0.0
0,0,Visions,Kevin Greutert,Thriller|Horror,Blumhouse Productions|Chapter One Films,2015,0.0,0.0
0,1236094,Beyond the Mask,Chad Burns,Action,Burns Family Studios,2015,0.0,1137205.97962936
0,0,I Am Here,Anders Morgenthaler,Drama|Thriller,Zentropa Entertainments,2015,0.0,0.0
0,0,Wild Horses,Robert Duvall,Crime|Drama,Patriot Pictures,2015,0.0,0.0
0,0,Pressure,Ron Scalpello,Drama|Thriller,Isle of Man Film|Bigscope Films|Pinewood Pictures,2015,0.0,0.0
0,0,Hidden,Ross Duffer|Matt Duffer,Thriller|Horror,Primal Pictures|Warner Bros.,2015,0.0,0.0
0,157768,Hell & Back,Tom Gianas|Ross Shuman,Fantasy|Comedy|Animation,Freestyle Releasing|ShadowMachine Films,2015,0.0,145146.496135541
21000000,0,Robot Overlords,Jon Wright,Adventure|Science Fiction|Action,British Film Institute (BFI)|Northern Ireland Screen|Pinewood Studios|British Film Company|Tempo Productions Limited,2015,19319991.4992037,0.0
0,0,The Man with the Iron Fists 2,Roel ReinÃ©,Action,Living Films|Arcade Pictures|Iron Fists,2015,0.0,0.0
0,0,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,Rick Morales,Action|Adventure|Animation|Family,Warner Bros. Animation,2015,0.0,0.0
0,0,Spare Parts,Sean McNamara,Action|Drama|Family,Brookwell-McNamara Entertainment|Pantelion Film|Televisa|Circle of Confusion,2015,0.0,0.0
0,0,The World Made Straight,David Burris,Drama,Myriad Pictures|Dreambridge Films|Bifrost Pictures,2015,0.0,0.0
0,0,Last Shift,Anthony DiBlasi,Horror|Thriller,Skyra Entertainment,2015,0.0,0.0
0,0,Frankenstein,Bernard Rose,Horror|Thriller,Eclectic pictures|Summerstorm Entertainment|Bad Badger,2015,0.0,0.0
0,0,Cartel Land,Matthew Heineman,Drama|Documentary,The Documentary Group|Our Time Projects,2015,0.0,0.0
20000000,0,Superfast!,Jason Friedberg|Aaron Seltzer,Comedy,The Safran Company|3 in the Box,2015,18399991.9040035,0.0
0,0,Moonwalkers,Antoine Bardou-Jacquet,Comedy,Nexus Factory|Partizan Films|Potemkin Productions,2015,0.0,0.0
0,0,Chi-Raq,Spike Lee,Music|Drama|Crime|Comedy,40 Acres & A Mule Filmworks|Amazon Studios,2015,0.0,0.0
5300000,0,Bad Asses on the Bayou,Craig Moss,Comedy|Action,Sense and Sensibility Ventures|Silver Nitrate,2015,4875997.85456094,0.0
0,13603453,Strange Magic,Gary Rydstrom,Music|Animation|Family|Fantasy,Lucasfilm|Touchstone Pictures,2015,0.0,12515171.2533246
9000000,21571189,Black or White,Mike Binder,Drama,Treehouse Pictures,2015,8279996.3568016,19845485.1479865
0,0,Dead Rising,Zach Lipovsky,Horror|Science Fiction,Di Bonaventura Pictures|Contradiction Films|Dead Rising Productions|Legendary Digital Media,2015,0.0,0.0
0,0,Deathgasm,Jason Lei Howden,Comedy|Horror,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,2015,0.0,0.0
0,0,Justice League: Gods and Monsters,Sam Liu,Action|Animation|Fantasy,DC Comics|Warner Bros. Animation,2015,0.0,0.0
13000000,1646788,I Saw the Light,Marc Abraham,Drama|Music,Bron Studios|RatPac Entertainment,2015,11959994.7376023,1515044.29338051
0,316472,Good Kill,Andrew Niccol,Action|Drama|Thriller,Voltage Pictures|Sobini Films|Dune Films,2015,0.0,291154.11189219
0,0,Southbound,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,Fantasy|Thriller|Horror|Science Fiction,Willowbrook Regent Films,2015,0.0,0.0
0,0,Star Trek: Renegades,Tim Russ,Action|Science Fiction|Adventure|Fantasy,ST Renegades,2015,0.0,0.0
0,0,The Boy,Craig Macneill,Thriller|Drama|Horror,Chiller Films|SpectreVision,2015,0.0,0.0
0,0,Riley's First Date?,Josh Cooley,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,2015,0.0,0.0
0,3286448,The Program,Stephen Frears,Drama,StudioCanal|Working Title Films,2015,0.0,3023530.82964643
0,0,Lila & Eve,Charles Stone III,Thriller|Drama,A&E Television Networks|ChickFlick Productions|Lifetime Productions,2015,0.0,0.0
0,0,The Final Girls,Todd Strauss-Schulson,Horror|Comedy,Groundswell Productions|Ulterior Productions|Studio Solutions,2015,0.0,0.0
0,0,He Never Died,Jason Krawczyk,Thriller|Horror|Comedy|Drama,Alternate Ending Studios|108 Media,2015,0.0,0.0
0,0,A Very Murray Christmas,Sofia Coppola,Comedy|Music,American Zoetrope|South Beach Productions|Departed Productions,2015,0.0,0.0
0,0,Kill Your Friends,Owen Harris,Thriller|Comedy|Crime,Altitude Film Entertainment|AI-Film|Unigram,2015,0.0,0.0
0,0,Battle For SkyArk,Simon Hung,Family|Science Fiction|Action|Adventure,Mr.Monster,2015,0.0,0.0
5000000,2333684,Jem and the Holograms,Jon M. Chu,Drama|Music|Adventure|Fantasy,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,2015,4599997.97600089,2146988.33532513
0,0,The Adderall Diaries,Pamela Romanowsky,Thriller|Action|Drama,RabbitBandini Productions|Windowseat Films,2015,0.0,0.0
10000000,0,Grizzly,David Hackl,Action|Horror|Thriller,Purple Pictures|Paul Schiff Productions|Indomitable Entertainment,2015,9199995.95200178,0.0
0,0,Where to Invade Next,Michael Moore,Documentary,Dog Eat Dog Films|IMG Films,2015,0.0,0.0
6000000,90777,Beasts of No Nation,Cary Fukunaga,Drama|War,Participant Media|Focus Features|Red Crown Productions,2015,5519997.57120106,83514.8032534865
0,0,A Christmas Horror Story,Grant Harvey|Steven Hoban|Brett Sullivan,Horror,Copperheart Entertainment,2015,0.0,0.0
0,0,Sunset Song,Terence Davies,Drama,Iris productions|Hurricane Films|SellOutPictures,2015,0.0,0.0
0,4505,Synchronicity,Jacob Gentry,Thriller|Mystery|Science Fiction,Pop Films|Soapbox Films,2015,0.0,4144.5981763768
0,0,The Pack,Nick Robertson,Thriller|Horror,Kojo Pictures|Lightning Entertainment|Screen Australia|ProdigyMovies|IFC Midnight,2015,0.0,0.0
3000000,3387000,Demonic,Will Canon,Thriller|Horror,Icon Entertainment International|Dimension Films|First Point Entertainment|IM Global,2015,2759998.78560053,3116038.628943
0,0,The Legend of Barney Thomson,Robert Carlyle,Thriller|Drama|Comedy,Sigma Films Ltd.|Trinity Works Entertainment|Latitude Media,2015,0.0,0.0
1000000,0,The Duke of Burgundy,Peter Strickland,Drama,Pioneer Pictures|Rook Films,2015,919999.595200178,0.0
0,0,88,April Mullen,Thriller|Action,WANGO Films,2015,0.0,0.0
0,0,The Girl in the Book,Marya Cohn,Drama,Varient Busted Buggy Entertainmen,2015,0.0,0.0
0,0,Avengers Grimm,Jeremy M. Inman,Fantasy|Action|Adventure,The Asylum,2015,0.0,0.0
447524,771317,The D Train,Andrew Mogel|Jarrad Paul,Drama|Comedy,Ealing Studios|Electric Dynamite|Rip Cord Productions|Londinium Films,2015,411721.898842364,709611.327771015
0,0,The Lion Guard: Return of the Roar,Howy Parkins,Family|TV Movie|Animation,Walt Disney Television Animation,2015,0.0,0.0
0,228136,A Royal Night Out,Julian Jarrold,Thriller|Romance|Drama,Ecosse Films|Scope Pictures|Filmgate Films,2015,0.0,209885.027650587
0,0,Parallels,Christopher Leone,Science Fiction|Action,Fox Digital Studios,2015,0.0,0.0
0,830129,Born to Be Blue,Robert Budreau,Drama|Music,New Real Films|Lumanity Production,2015,0.0,763718.343963928
